GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	TAXON ID	GENE_PRODUCT_SYNONYMS	GO ASPECT
UniProtKB	A0A023HHK9	A0A023HHK9	GO:0070579		9606		F
UniProtKB	A0A023HHK9	A0A023HHK9	GO:0016491		9606		F
UniProtKB	A0A023HHK9	A0A023HHK9	GO:0051213		9606		F
UniProtKB	A0A023HHK9	A0A023HHK9	GO:0070579		9606		F
UniProtKB	A0A023HHL0	A0A023HHL0	GO:0070579		9606		F
UniProtKB	A0A023HHL0	A0A023HHL0	GO:0016491		9606		F
UniProtKB	A0A023HHL0	A0A023HHL0	GO:0051213		9606		F
UniProtKB	A0A023HHL0	A0A023HHL0	GO:0070579		9606		F
UniProtKB	A0A023I7F4	CYTB	GO:0009055		9606	CYTB	F
UniProtKB	A0A023I7F4	CYTB	GO:0016491		9606	CYTB	F
UniProtKB	A0A023I7F4	CYTB	GO:0008121		9606	CYTB	F
UniProtKB	A0A023I7H2	ND5	GO:0008137		9606	ND5	F
UniProtKB	A0A023I7H2	ND5	GO:0008137		9606	ND5	F
UniProtKB	A0A023I7H2	ND5	GO:0008137		9606	ND5	F
UniProtKB	A0A023I7J4	ND2	GO:0008137		9606	ND2	F
UniProtKB	A0A023I7J4	ND2	GO:0008137		9606	ND2	F
UniProtKB	A0A023I7J4	ND2	GO:0008137		9606	ND2	F
UniProtKB	A0A023I7N5	ND1	GO:0008137		9606	ND1	F
UniProtKB	A0A023I7N5	ND1	GO:0008137		9606	ND1	F
UniProtKB	A0A023I7N8	ND5	GO:0008137		9606	ND5	F
UniProtKB	A0A023I7N8	ND5	GO:0008137		9606	ND5	F
UniProtKB	A0A023I7N8	ND5	GO:0008137		9606	ND5	F
UniProtKB	A0A023I7R1	ND5	GO:0008137		9606	ND5	F
UniProtKB	A0A023I7R1	ND5	GO:0008137		9606	ND5	F
UniProtKB	A0A023I7R1	ND5	GO:0008137		9606	ND5	F
UniProtKB	A0A023I7R3	ND5	GO:0008137		9606	ND5	F
UniProtKB	A0A023I7R3	ND5	GO:0008137		9606	ND5	F
UniProtKB	A0A023I7R3	ND5	GO:0008137		9606	ND5	F
UniProtKB	A0A023I7W4	ND6	GO:0008137		9606	ND6	F
UniProtKB	A0A023I7W4	ND6	GO:0008137		9606	ND6	F
UniProtKB	A0A023I7W4	ND6	GO:0008137		9606	ND6	F
UniProtKB	A0A023I7W4	ND6	GO:0008137		9606	ND6	F
UniProtKB	A0A023I7Z4	ND5	GO:0008137		9606	ND5	F
UniProtKB	A0A023I7Z4	ND5	GO:0008137		9606	ND5	F
UniProtKB	A0A023I7Z4	ND5	GO:0008137		9606	ND5	F
UniProtKB	A0A023I807	ND5	GO:0008137		9606	ND5	F
UniProtKB	A0A023I807	ND5	GO:0008137		9606	ND5	F
